study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes,representative_depth_min,representative_depth_max,method_id
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-5,72,77,1.2860538827258323,0.01141247869,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-5,NA,NA,1.3217115689381935,0.00402733564,vertical slice of 5cm taken within the given representative depth range,100,208,single set of methods
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-6,5,10,1.5491283676703647,0.004603430029999999,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-6,20,25,1.4239302694136293,0.004680604338645935,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-6,37,42,1.1822503961965134,0.01584572315,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-6,72,77,1.4730586370839938,0.00309879839,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Barview Eelgrass,COO-BAR-SG-6,NA,NA,1.405705229793978,0.005120344759999999,vertical slice of 5cm taken within the given representative depth range,100,168,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-1,5,10,0.2361331220285262,0.15338059425354003,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-1,20,25,0.34389857369255156,0.11510490417480469,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-1,37,42,0.5110935023771791,0.07429872035980224,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-1,72,77,0.7345483359746434,0.03212514638900757,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-1,NA,NA,0.8652931854199682,0.024960682392120362,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-2,5,10,0.22424722662440572,0.16017953869999998,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-2,20,25,0.9960380348652932,0.01673849105834961,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-2,37,42,1.0293185419968305,0.01824526071548462,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-2,72,77,1.0974643423137878,0.011674232482910156,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-2,NA,NA,0.5570522979397782,0.05743870735168457,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-3,5,10,0.2091917591125198,0.20430856704711914,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-3,20,25,0.20126782884310618,0.14616954803466797,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-3,37,42,0.9801901743264659,0.018606516122817992,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-3,72,77,1.0673534072900162,0.01385520339012146,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-3,NA,NA,0.8898573692551505,0.03173910141,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-4,5,10,0.27020602218700474,0.1511112117767334,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-4,20,25,0.2741679873217116,0.13803837776184083,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-4,37,42,1.1965134706814582,0.01725098729,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-4,72,77,0.6212361331220286,0.044853625297546384,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-4,NA,NA,1.0031695721077656,0.015727925300598144,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-5,5,10,0.28129952456418383,0.1275118637084961,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-5,20,25,0.3137876386687797,0.08569018363952637,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-5,37,42,0.34627575277337563,0.07166087627410889,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-5,72,77,0.9659270998415215,0.012708169220000001,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-5,NA,NA,1.410459587955626,0.007473880648612976,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-6,5,10,0.4936608557844691,0.16805751800537108,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-6,20,25,0.29160063391442154,0.11846190452575683,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-6,37,42,0.33280507131537246,0.09080663681030274,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-6,72,77,1.2250396196513473,0.013690921069999999,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Danger Point High Marsh,COO-DAN-HM-6,NA,NA,0.9984152139461172,0.021336724760000002,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-1,5,10,0.17353407290015846,0.17382438659667968,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-1,20,25,0.33359746434231374,0.13107440950000002,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-1,37,42,0.6656101426307448,0.06305644512176514,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-1,72,77,0.3740095087163233,0.10772149085998535,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-1,NA,NA,0.9936608557844692,0.02335330009460449,vertical slice of 5cm taken within the given representative depth range,100,300,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-2,5,10,0.1957210776545166,0.1800827217,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-2,20,25,0.24247226624405713,0.15124577520000002,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-2,37,42,0.3153724247226624,0.10055092811584472,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,30,50,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-2,72,77,0.5935023771790808,0.06471508026123046,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,50,100,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-2,NA,NA,0.9698890649762283,0.02120860815048218,vertical slice of 5cm taken within the given representative depth range,100,276,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-3,5,10,0.49762282091917587,0.060901660919999996,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,0,15,single set of methods
Kauffman_et_al_2020,Hampel High Marsh,COO-HAM-HM-3,20,25,0.626782884310618,0.0442971468,vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate,15,30,single set of methods
